Date,EURGBP,EURAUD,EURNZD,EURUSD,EURCAD,EURCHF,EURJPY,GBPAUD,GBPNZD,GBPUSD,GBPCAD,GBPCHF,GBPJPY,AUDNZD,AUDUSD,AUDCAD,AUDCHF,AUDJPY,NZDUSD,NZDCAD,NZDCHF,NZDJPY,USDCAD,USDCHF,USDJPY,CADCHF,CADJPY,CHFJPY
1999-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-07-08,slow apart,medium apart,slow apart,medium apart,medium apart,all differ,slow apart,all agree,slow apart,medium apart,medium apart,slow apart,all differ,all agree,fast apart,all agree,all agree,all differ,slow apart,fast apart,slow apart,all agree,slow apart,all agree,medium apart,medium apart,slow apart,all differ
1999-07-09,slow apart,medium apart,slow apart,medium apart,medium apart,all differ,slow apart,all agree,slow apart,medium apart,all agree,slow apart,slow apart,all agree,all agree,all agree,all agree,medium apart,slow apart,fast apart,slow apart,medium apart,slow apart,all agree,medium apart,medium apart,all differ,slow apart
1999-07-12,slow apart,medium apart,slow apart,medium apart,medium apart,slow apart,medium apart,all agree,medium apart,all agree,all agree,slow apart,slow apart,all agree,all agree,all agree,all agree,medium apart,slow apart,all agree,slow apart,medium apart,slow apart,all agree,all differ,medium apart,medium apart,slow apart
1999-07-13,slow apart,all agree,slow apart,medium apart,medium apart,medium apart,medium apart,all agree,all agree,all agree,fast apart,slow apart,slow apart,all agree,fast apart,medium apart,all agree,medium apart,slow apart,all agree,all differ,slow apart,slow apart,all agree,all differ,all agree,all differ,slow apart
1999-07-14,all differ,fast apart,all differ,slow apart,slow apart,medium apart,medium apart,fast apart,all agree,all agree,fast apart,all differ,slow apart,all agree,all agree,all differ,fast apart,slow apart,fast apart,medium apart,slow apart,medium apart,medium apart,fast apart,medium apart,fast apart,all differ,medium apart
1999-07-15,all differ,fast apart,all differ,slow apart,slow apart,medium apart,slow apart,fast apart,slow apart,all agree,fast apart,all differ,fast apart,fast apart,fast apart,all differ,fast apart,medium apart,fast apart,medium apart,slow apart,all differ,all differ,fast apart,medium apart,slow apart,all differ,medium apart
1999-07-16,all differ,all differ,all differ,slow apart,all differ,medium apart,all differ,fast apart,slow apart,fast apart,fast apart,all differ,fast apart,fast apart,all agree,all differ,fast apart,medium apart,fast apart,slow apart,all differ,fast apart,all differ,fast apart,medium apart,slow apart,medium apart,all differ
1999-07-19,all differ,all differ,slow apart,all differ,all differ,all differ,fast apart,fast apart,slow apart,fast apart,fast apart,all differ,all differ,fast apart,medium apart,medium apart,fast apart,medium apart,fast apart,slow apart,slow apart,fast apart,all differ,fast apart,medium apart,slow apart,medium apart,fast apart
1999-07-20,slow apart,medium apart,slow apart,all differ,medium apart,all differ,fast apart,medium apart,slow apart,fast apart,medium apart,all differ,all differ,medium apart,all differ,all agree,medium apart,medium apart,slow apart,medium apart,slow apart,all differ,fast apart,fast apart,all differ,medium apart,medium apart,fast apart
1999-07-21,slow apart,medium apart,medium apart,all differ,medium apart,all differ,slow apart,medium apart,fast apart,all agree,medium apart,all differ,all differ,medium apart,all differ,fast apart,medium apart,all differ,slow apart,medium apart,medium apart,all differ,fast apart,medium apart,all differ,medium apart,medium apart,fast apart
1999-07-22,medium apart,medium apart,medium apart,medium apart,medium apart,all differ,slow apart,medium apart,fast apart,medium apart,medium apart,medium apart,all differ,all differ,all differ,fast apart,medium apart,fast apart,slow apart,medium apart,medium apart,all differ,slow apart,medium apart,all differ,medium apart,fast apart,slow apart
1999-07-23,medium apart,medium apart,medium apart,medium apart,medium apart,all differ,slow apart,all differ,fast apart,medium apart,medium apart,medium apart,all differ,all differ,all differ,fast apart,medium apart,fast apart,slow apart,all differ,medium apart,all differ,slow apart,medium apart,all differ,medium apart,fast apart,slow apart
1999-07-26,medium apart,medium apart,slow apart,medium apart,medium apart,medium apart,fast apart,all differ,fast apart,medium apart,medium apart,medium apart,slow apart,all differ,all differ,all agree,medium apart,slow apart,slow apart,all differ,all differ,slow apart,slow apart,medium apart,all differ,medium apart,slow apart,fast apart
1999-07-27,medium apart,medium apart,medium apart,medium apart,all agree,medium apart,fast apart,all differ,fast apart,medium apart,medium apart,medium apart,slow apart,all differ,all differ,medium apart,medium apart,slow apart,medium apart,all differ,medium apart,slow apart,slow apart,medium apart,all differ,all agree,slow apart,fast apart
1999-07-28,all agree,all agree,all agree,medium apart,all agree,slow apart,slow apart,fast apart,slow apart,medium apart,all agree,medium apart,slow apart,all differ,all differ,medium apart,medium apart,slow apart,medium apart,all differ,all agree,slow apart,slow apart,medium apart,all differ,all agree,slow apart,slow apart
1999-07-29,all agree,all agree,all agree,medium apart,all agree,all differ,slow apart,fast apart,slow apart,medium apart,all agree,all agree,all differ,all differ,all differ,medium apart,all agree,slow apart,medium apart,all differ,slow apart,slow apart,slow apart,medium apart,all differ,all agree,slow apart,medium apart
1999-07-30,fast apart,all agree,slow apart,medium apart,all agree,fast apart,slow apart,fast apart,slow apart,all differ,slow apart,fast apart,all differ,medium apart,all agree,slow apart,all agree,slow apart,all agree,fast apart,slow apart,slow apart,slow apart,medium apart,slow apart,all agree,slow apart,slow apart
1999-08-02,slow apart,fast apart,medium apart,medium apart,all agree,all differ,fast apart,fast apart,slow apart,fast apart,slow apart,slow apart,medium apart,slow apart,fast apart,all differ,all agree,slow apart,all agree,all agree,medium apart,slow apart,all differ,medium apart,slow apart,all agree,slow apart,fast apart
1999-08-03,slow apart,fast apart,medium apart,medium apart,all agree,all differ,fast apart,fast apart,slow apart,fast apart,slow apart,all differ,medium apart,slow apart,fast apart,all differ,all agree,slow apart,all agree,fast apart,medium apart,slow apart,all differ,medium apart,slow apart,all agree,slow apart,fast apart
1999-08-04,slow apart,fast apart,medium apart,medium apart,fast apart,all differ,fast apart,fast apart,slow apart,fast apart,slow apart,all differ,all differ,slow apart,fast apart,medium apart,fast apart,all differ,all agree,fast apart,medium apart,all differ,all differ,medium apart,slow apart,fast apart,medium apart,fast apart
1999-08-05,all agree,fast apart,medium apart,all agree,fast apart,fast apart,all agree,fast apart,medium apart,fast apart,medium apart,all differ,medium apart,slow apart,fast apart,medium apart,fast apart,all differ,fast apart,fast apart,all differ,medium apart,all differ,medium apart,slow apart,fast apart,medium apart,fast apart
1999-08-06,fast apart,fast apart,medium apart,all agree,fast apart,fast apart,all agree,fast apart,medium apart,all differ,medium apart,all differ,medium apart,slow apart,fast apart,medium apart,all differ,all differ,fast apart,fast apart,medium apart,medium apart,all differ,fast apart,slow apart,fast apart,medium apart,fast apart
1999-08-09,fast apart,all differ,medium apart,all agree,all differ,fast apart,fast apart,fast apart,medium apart,all differ,all differ,fast apart,medium apart,slow apart,fast apart,slow apart,all differ,medium apart,fast apart,fast apart,medium apart,medium apart,all differ,all agree,slow apart,all differ,medium apart,fast apart
1999-08-10,fast apart,all differ,medium apart,fast apart,all differ,fast apart,fast apart,all agree,fast apart,slow apart,all differ,fast apart,medium apart,medium apart,all agree,all agree,all differ,medium apart,medium apart,medium apart,medium apart,medium apart,all differ,all agree,medium apart,all differ,medium apart,fast apart
1999-08-11,all agree,medium apart,medium apart,all differ,all differ,fast apart,fast apart,medium apart,fast apart,medium apart,all differ,fast apart,medium apart,slow apart,all agree,all agree,all differ,medium apart,slow apart,medium apart,medium apart,medium apart,all differ,all differ,medium apart,all differ,medium apart,fast apart
1999-08-12,fast apart,all differ,medium apart,all differ,all differ,fast apart,fast apart,medium apart,fast apart,medium apart,all differ,fast apart,medium apart,all differ,medium apart,fast apart,all differ,medium apart,slow apart,medium apart,medium apart,medium apart,all differ,all differ,medium apart,all differ,all differ,slow apart
1999-08-13,fast apart,all differ,medium apart,all differ,all differ,fast apart,slow apart,medium apart,fast apart,medium apart,all differ,fast apart,medium apart,all differ,medium apart,slow apart,all differ,medium apart,slow apart,medium apart,medium apart,medium apart,all differ,all differ,medium apart,all differ,all differ,slow apart
1999-08-16,all agree,all differ,medium apart,medium apart,medium apart,fast apart,fast apart,medium apart,fast apart,medium apart,all differ,slow apart,medium apart,all differ,slow apart,all differ,all differ,medium apart,slow apart,medium apart,medium apart,medium apart,slow apart,medium apart,all differ,medium apart,all differ,all agree
1999-08-17,all agree,medium apart,medium apart,slow apart,slow apart,fast apart,all agree,medium apart,fast apart,slow apart,all differ,medium apart,medium apart,all differ,slow apart,all differ,medium apart,medium apart,slow apart,medium apart,medium apart,medium apart,slow apart,slow apart,all differ,slow apart,all differ,fast apart
1999-08-18,all differ,medium apart,medium apart,slow apart,slow apart,fast apart,fast apart,medium apart,medium apart,slow apart,all differ,medium apart,medium apart,all differ,slow apart,all differ,medium apart,medium apart,slow apart,medium apart,medium apart,medium apart,all differ,slow apart,medium apart,slow apart,all differ,fast apart
1999-08-19,all differ,medium apart,fast apart,slow apart,slow apart,all differ,all agree,all differ,slow apart,medium apart,all differ,medium apart,medium apart,slow apart,slow apart,all differ,medium apart,all differ,fast apart,medium apart,fast apart,all differ,all differ,slow apart,medium apart,slow apart,all differ,all agree
1999-08-20,all differ,medium apart,all agree,medium apart,medium apart,all differ,all agree,all differ,slow apart,medium apart,medium apart,medium apart,slow apart,slow apart,slow apart,slow apart,medium apart,slow apart,fast apart,all agree,all agree,medium apart,medium apart,medium apart,medium apart,medium apart,medium apart,all agree
1999-08-23,slow apart,medium apart,all agree,all differ,all differ,slow apart,all agree,all differ,slow apart,medium apart,medium apart,fast apart,slow apart,slow apart,slow apart,slow apart,medium apart,slow apart,fast apart,medium apart,slow apart,medium apart,medium apart,all differ,slow apart,all differ,medium apart,all agree
1999-08-24,slow apart,medium apart,all agree,all differ,all differ,slow apart,all agree,all differ,medium apart,medium apart,medium apart,fast apart,slow apart,slow apart,slow apart,slow apart,medium apart,slow apart,all agree,medium apart,slow apart,slow apart,slow apart,all differ,slow apart,all differ,slow apart,all agree
1999-08-25,slow apart,medium apart,fast apart,fast apart,all differ,medium apart,all agree,all differ,medium apart,medium apart,medium apart,fast apart,all agree,medium apart,slow apart,slow apart,medium apart,slow apart,all agree,medium apart,medium apart,slow apart,all differ,all differ,slow apart,all differ,slow apart,all agree
1999-08-26,slow apart,medium apart,medium apart,fast apart,fast apart,medium apart,all agree,all differ,medium apart,medium apart,medium apart,fast apart,all agree,fast apart,slow apart,slow apart,medium apart,slow apart,fast apart,all agree,medium apart,slow apart,all differ,fast apart,slow apart,all differ,slow apart,all agree
1999-08-27,slow apart,medium apart,medium apart,fast apart,fast apart,medium apart,all agree,all differ,medium apart,medium apart,medium apart,all differ,all agree,fast apart,slow apart,slow apart,medium apart,slow apart,fast apart,all agree,medium apart,slow apart,all differ,fast apart,slow apart,fast apart,slow apart,all agree
1999-08-30,slow apart,medium apart,all differ,slow apart,slow apart,medium apart,fast apart,all differ,all differ,medium apart,medium apart,slow apart,all agree,medium apart,slow apart,slow apart,medium apart,slow apart,fast apart,fast apart,all differ,slow apart,fast apart,slow apart,medium apart,slow apart,medium apart,fast apart
1999-08-31,fast apart,all agree,all differ,all differ,all differ,medium apart,fast apart,all differ,all differ,fast apart,fast apart,slow apart,all agree,all differ,all differ,all differ,all agree,medium apart,fast apart,all differ,all differ,slow apart,all agree,all differ,all differ,all differ,all differ,fast apart
1999-09-01,fast apart,all agree,all differ,medium apart,slow apart,slow apart,all agree,medium apart,all differ,all agree,all agree,all differ,all agree,all differ,medium apart,medium apart,all agree,slow apart,fast apart,all differ,all differ,slow apart,all agree,medium apart,medium apart,medium apart,medium apart,all agree
1999-09-02,all agree,fast apart,all differ,slow apart,slow apart,slow apart,all agree,medium apart,slow apart,all agree,slow apart,medium apart,all agree,all differ,medium apart,medium apart,all agree,slow apart,all differ,fast apart,all differ,all agree,fast apart,slow apart,fast apart,medium apart,medium apart,all agree
1999-09-03,all agree,all agree,all differ,fast apart,medium apart,slow apart,fast apart,medium apart,slow apart,all agree,slow apart,all differ,all agree,all differ,fast apart,medium apart,all agree,medium apart,slow apart,all agree,all differ,all agree,fast apart,fast apart,fast apart,medium apart,medium apart,fast apart
1999-09-07,all agree,medium apart,fast apart,fast apart,medium apart,slow apart,fast apart,fast apart,slow apart,fast apart,slow apart,medium apart,fast apart,all differ,fast apart,slow apart,medium apart,medium apart,fast apart,fast apart,fast apart,fast apart,fast apart,fast apart,fast apart,medium apart,all differ,fast apart
1999-09-08,fast apart,medium apart,fast apart,fast apart,slow apart,fast apart,fast apart,fast apart,fast apart,fast apart,slow apart,all agree,fast apart,slow apart,fast apart,slow apart,medium apart,medium apart,fast apart,medium apart,fast apart,slow apart,fast apart,fast apart,fast apart,medium apart,all differ,fast apart
1999-09-09,fast apart,medium apart,fast apart,fast apart,slow apart,fast apart,fast apart,fast apart,fast apart,fast apart,slow apart,all agree,fast apart,slow apart,fast apart,all differ,medium apart,medium apart,fast apart,medium apart,fast apart,slow apart,fast apart,fast apart,fast apart,all agree,fast apart,fast apart
1999-09-10,all agree,all differ,fast apart,fast apart,fast apart,fast apart,fast apart,all agree,fast apart,fast apart,medium apart,all agree,fast apart,slow apart,fast apart,all differ,medium apart,all differ,fast apart,medium apart,fast apart,all differ,fast apart,medium apart,fast apart,fast apart,fast apart,fast apart
1999-09-13,all agree,fast apart,fast apart,all agree,all agree,slow apart,fast apart,fast apart,fast apart,fast apart,medium apart,medium apart,fast apart,slow apart,fast apart,slow apart,fast apart,all differ,fast apart,medium apart,fast apart,slow apart,all agree,all agree,fast apart,all agree,fast apart,fast apart
1999-09-14,all agree,fast apart,fast apart,all agree,all agree,slow apart,fast apart,medium apart,fast apart,all agree,slow apart,medium apart,fast apart,medium apart,fast apart,all differ,fast apart,all differ,fast apart,all differ,fast apart,all differ,all agree,all agree,fast apart,all agree,fast apart,fast apart
1999-09-15,fast apart,fast apart,fast apart,fast apart,fast apart,slow apart,all agree,medium apart,fast apart,all agree,medium apart,slow apart,fast apart,medium apart,fast apart,medium apart,fast apart,all differ,fast apart,medium apart,fast apart,fast apart,all agree,fast apart,fast apart,fast apart,fast apart,all agree
1999-09-16,slow apart,fast apart,fast apart,fast apart,fast apart,slow apart,all agree,slow apart,all agree,all agree,medium apart,slow apart,fast apart,medium apart,all agree,slow apart,fast apart,medium apart,fast apart,slow apart,fast apart,fast apart,all agree,fast apart,fast apart,fast apart,medium apart,all agree
1999-09-17,slow apart,all agree,all agree,fast apart,fast apart,fast apart,all agree,slow apart,all agree,all agree,slow apart,all agree,fast apart,medium apart,all agree,slow apart,all agree,medium apart,fast apart,medium apart,all agree,fast apart,all agree,fast apart,fast apart,fast apart,medium apart,all agree
1999-09-20,slow apart,all agree,all agree,fast apart,fast apart,fast apart,all agree,slow apart,all agree,all agree,slow apart,all agree,fast apart,slow apart,all agree,slow apart,all agree,medium apart,all agree,medium apart,all agree,fast apart,all agree,fast apart,fast apart,fast apart,medium apart,all agree
1999-09-21,medium apart,fast apart,fast apart,fast apart,all agree,fast apart,fast apart,slow apart,all agree,all agree,slow apart,all agree,fast apart,slow apart,fast apart,all differ,fast apart,medium apart,fast apart,medium apart,fast apart,fast apart,fast apart,fast apart,fast apart,fast apart,medium apart,fast apart
1999-09-22,all differ,fast apart,all agree,all agree,all agree,fast apart,fast apart,slow apart,fast apart,fast apart,slow apart,fast apart,fast apart,slow apart,fast apart,slow apart,all agree,medium apart,fast apart,medium apart,all agree,fast apart,fast apart,all agree,fast apart,all agree,medium apart,fast apart
1999-09-23,slow apart,all agree,fast apart,all agree,all agree,all agree,fast apart,medium apart,fast apart,fast apart,all differ,fast apart,fast apart,medium apart,fast apart,slow apart,all agree,medium apart,fast apart,medium apart,fast apart,fast apart,fast apart,all agree,fast apart,all agree,medium apart,fast apart
1999-09-24,slow apart,medium apart,fast apart,fast apart,fast apart,all agree,fast apart,slow apart,all differ,all differ,all differ,all agree,fast apart,medium apart,fast apart,slow apart,medium apart,medium apart,fast apart,medium apart,fast apart,fast apart,slow apart,fast apart,fast apart,fast apart,medium apart,fast apart
1999-09-27,slow apart,slow apart,fast apart,slow apart,fast apart,fast apart,fast apart,slow apart,fast apart,all differ,all differ,all agree,fast apart,medium apart,all agree,fast apart,slow apart,medium apart,fast apart,medium apart,fast apart,fast apart,slow apart,slow apart,fast apart,all agree,all differ,fast apart
1999-09-28,slow apart,slow apart,fast apart,slow apart,fast apart,all agree,fast apart,medium apart,fast apart,all differ,fast apart,all agree,fast apart,medium apart,all agree,fast apart,slow apart,medium apart,fast apart,all differ,fast apart,fast apart,slow apart,slow apart,fast apart,fast apart,all differ,fast apart
1999-09-29,medium apart,slow apart,all differ,all agree,fast apart,fast apart,fast apart,medium apart,slow apart,all differ,fast apart,fast apart,slow apart,all agree,all agree,fast apart,slow apart,fast apart,all differ,fast apart,all differ,fast apart,slow apart,medium apart,fast apart,fast apart,fast apart,fast apart
1999-09-30,all agree,fast apart,all differ,fast apart,all agree,fast apart,slow apart,medium apart,slow apart,all differ,fast apart,fast apart,slow apart,all agree,slow apart,fast apart,fast apart,medium apart,slow apart,fast apart,all differ,fast apart,all agree,fast apart,all differ,all agree,fast apart,slow apart
1999-10-01,all agree,fast apart,all differ,fast apart,all agree,fast apart,slow apart,all agree,slow apart,all differ,fast apart,fast apart,medium apart,all agree,slow apart,fast apart,all agree,all differ,slow apart,fast apart,all differ,fast apart,fast apart,fast apart,slow apart,all agree,all agree,medium apart
1999-10-04,all agree,all agree,all differ,fast apart,medium apart,fast apart,slow apart,fast apart,slow apart,all differ,fast apart,all agree,medium apart,all agree,slow apart,fast apart,medium apart,medium apart,slow apart,all agree,all differ,fast apart,fast apart,fast apart,slow apart,all differ,fast apart,medium apart
1999-10-05,all agree,all agree,all differ,fast apart,medium apart,all differ,medium apart,fast apart,medium apart,slow apart,slow apart,fast apart,medium apart,fast apart,all differ,all differ,medium apart,medium apart,all agree,fast apart,all differ,all differ,fast apart,all differ,slow apart,fast apart,all agree,medium apart
1999-10-06,all agree,fast apart,fast apart,all differ,fast apart,all differ,medium apart,fast apart,fast apart,medium apart,medium apart,fast apart,medium apart,fast apart,slow apart,all differ,medium apart,medium apart,all agree,slow apart,slow apart,slow apart,fast apart,all differ,slow apart,fast apart,all agree,medium apart
1999-10-07,fast apart,fast apart,fast apart,all differ,fast apart,all differ,medium apart,fast apart,fast apart,medium apart,medium apart,fast apart,medium apart,fast apart,slow apart,all differ,medium apart,medium apart,fast apart,slow apart,slow apart,all differ,fast apart,all differ,slow apart,fast apart,medium apart,medium apart
