# Range containment
# Share of the last 106 bars spent inside the confirmed swing band.
# Wide: dates down, 28 pairs across. Already lagged one bar -- do not shift again.
# Written by code/persist2.py. Read with pd.read_csv(path, index_col=0, parse_dates=True, comment='#').
Date,EURGBP,EURAUD,EURNZD,EURUSD,EURCAD,EURCHF,EURJPY,GBPAUD,GBPNZD,GBPUSD,GBPCAD,GBPCHF,GBPJPY,AUDNZD,AUDUSD,AUDCAD,AUDCHF,AUDJPY,NZDUSD,NZDCAD,NZDCHF,NZDJPY,USDCAD,USDCHF,USDJPY,CADCHF,CADJPY,CHFJPY
1999-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-04,1.0,1.0,0.6320754716981132,1.0,0.9811320754716981,0.8867924528301887,0.9528301886792453,0.6886792452830188,0.8679245283018868,0.9811320754716981,0.6792452830188679,1.0,0.9528301886792453,0.8490566037735849,0.8018867924528302,0.8962264150943396,1.0,0.7358490566037735,0.9245283018867925,0.9339622641509434,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5566037735849056,0.7641509433962265,0.9716981132075472
1999-06-07,1.0,1.0,0.6320754716981132,1.0,0.9716981132075472,0.8867924528301887,0.9528301886792453,0.6792452830188679,0.8679245283018868,0.9811320754716981,0.6698113207547169,1.0,0.9528301886792453,0.839622641509434,0.7924528301886793,0.8962264150943396,1.0,0.7264150943396226,0.9245283018867925,0.9245283018867925,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5566037735849056,0.7547169811320755,0.9716981132075472
1999-06-08,1.0,1.0,0.6320754716981132,1.0,0.9622641509433962,0.8867924528301887,0.9433962264150944,0.6698113207547169,0.8679245283018868,0.9811320754716981,0.660377358490566,1.0,0.9528301886792453,0.8301886792452831,0.7830188679245284,0.8867924528301887,0.9905660377358491,0.7169811320754716,0.9245283018867925,0.9150943396226415,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5566037735849056,0.7452830188679245,0.9716981132075472
1999-06-09,1.0,1.0,0.6320754716981132,1.0,0.9622641509433962,0.8867924528301887,0.9339622641509434,0.6698113207547169,0.8679245283018868,0.9811320754716981,0.6509433962264151,1.0,0.9528301886792453,0.8207547169811321,0.7830188679245284,0.8867924528301887,0.9905660377358491,0.7075471698113207,0.9245283018867925,0.9056603773584906,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5566037735849056,0.7358490566037735,0.9716981132075472
1999-06-10,1.0,1.0,0.6320754716981132,1.0,0.9622641509433962,0.8867924528301887,0.9245283018867925,0.6698113207547169,0.8679245283018868,0.9811320754716981,0.6415094339622641,1.0,0.9528301886792453,0.8113207547169812,0.7830188679245284,0.8773584905660378,0.9905660377358491,0.6981132075471698,0.9245283018867925,0.8962264150943396,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5566037735849056,0.7358490566037735,0.9716981132075472
1999-06-11,1.0,1.0,0.6320754716981132,1.0,0.9528301886792453,0.8867924528301887,0.9150943396226415,0.660377358490566,0.8679245283018868,0.9811320754716981,0.6320754716981132,1.0,0.9528301886792453,0.8018867924528302,0.7830188679245284,0.8773584905660378,0.9905660377358491,0.6886792452830188,0.9245283018867925,0.8867924528301887,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5566037735849056,0.7358490566037735,0.9622641509433962
1999-06-14,1.0,1.0,0.6320754716981132,1.0,0.9528301886792453,0.8867924528301887,0.9056603773584906,0.660377358490566,0.8679245283018868,0.9811320754716981,0.6226415094339622,1.0,0.9528301886792453,0.7924528301886793,0.7830188679245284,0.8679245283018868,0.9905660377358491,0.6792452830188679,0.9245283018867925,0.8773584905660378,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5566037735849056,0.7358490566037735,0.9528301886792453
1999-06-15,1.0,1.0,0.6320754716981132,1.0,0.9433962264150944,0.8867924528301887,0.9056603773584906,0.660377358490566,0.8679245283018868,0.9811320754716981,0.6132075471698113,1.0,0.9528301886792453,0.7830188679245284,0.7830188679245284,0.8679245283018868,0.9811320754716981,0.6698113207547169,0.9245283018867925,0.8679245283018868,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5566037735849056,0.7264150943396226,0.9528301886792453
1999-06-16,1.0,1.0,0.6320754716981132,1.0,0.9339622641509434,0.8867924528301887,0.9056603773584906,0.660377358490566,0.8679245283018868,0.9811320754716981,0.6037735849056604,1.0,0.9528301886792453,0.7735849056603774,0.7830188679245284,0.8679245283018868,0.9811320754716981,0.6698113207547169,0.9245283018867925,0.8584905660377359,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5566037735849056,0.7169811320754716,0.9528301886792453
1999-06-17,1.0,1.0,0.6320754716981132,1.0,0.9245283018867925,0.8867924528301887,0.8962264150943396,0.660377358490566,0.8679245283018868,0.9716981132075472,0.5943396226415094,1.0,0.9528301886792453,0.7641509433962265,0.7830188679245284,0.8679245283018868,0.9716981132075472,0.6698113207547169,0.9245283018867925,0.8490566037735849,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5471698113207547,0.7075471698113207,0.9433962264150944
1999-06-18,1.0,1.0,0.6320754716981132,1.0,0.9150943396226415,0.8867924528301887,0.8867924528301887,0.660377358490566,0.8679245283018868,0.9716981132075472,0.5849056603773585,1.0,0.9528301886792453,0.7547169811320755,0.7830188679245284,0.8679245283018868,0.9622641509433962,0.6698113207547169,0.9245283018867925,0.839622641509434,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5377358490566038,0.6981132075471698,0.9339622641509434
1999-06-21,1.0,1.0,0.6320754716981132,1.0,0.9056603773584906,0.8867924528301887,0.8773584905660378,0.660377358490566,0.8679245283018868,0.9716981132075472,0.5754716981132075,1.0,0.9528301886792453,0.7452830188679245,0.7830188679245284,0.8679245283018868,0.9622641509433962,0.6698113207547169,0.9245283018867925,0.8301886792452831,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5283018867924528,0.6981132075471698,0.9339622641509434
1999-06-22,1.0,1.0,0.6320754716981132,1.0,0.8962264150943396,0.8867924528301887,0.8773584905660378,0.660377358490566,0.8679245283018868,0.9622641509433962,0.5660377358490566,1.0,0.9528301886792453,0.7358490566037735,0.7830188679245284,0.8679245283018868,0.9622641509433962,0.6698113207547169,0.9245283018867925,0.8207547169811321,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5283018867924528,0.6981132075471698,0.9339622641509434
1999-06-23,1.0,1.0,0.6320754716981132,1.0,0.8867924528301887,0.8867924528301887,0.8773584905660378,0.660377358490566,0.8679245283018868,0.9528301886792453,0.5566037735849056,1.0,0.9528301886792453,0.7264150943396226,0.7830188679245284,0.8679245283018868,0.9622641509433962,0.6698113207547169,0.9245283018867925,0.8113207547169812,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5188679245283019,0.6981132075471698,0.9339622641509434
1999-06-24,1.0,1.0,0.6320754716981132,1.0,0.8773584905660378,0.8867924528301887,0.8773584905660378,0.6509433962264151,0.8679245283018868,0.9433962264150944,0.5471698113207547,1.0,0.9528301886792453,0.7169811320754716,0.7830188679245284,0.8679245283018868,0.9528301886792453,0.6698113207547169,0.9245283018867925,0.8018867924528302,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5188679245283019,0.6981132075471698,0.9339622641509434
1999-06-25,1.0,1.0,0.6320754716981132,1.0,0.8679245283018868,0.8867924528301887,0.8773584905660378,0.6415094339622641,0.8679245283018868,0.9339622641509434,0.5377358490566038,1.0,0.9528301886792453,0.7075471698113207,0.7830188679245284,0.8679245283018868,0.9433962264150944,0.6698113207547169,0.9245283018867925,0.7924528301886793,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5188679245283019,0.6981132075471698,0.9339622641509434
1999-06-28,1.0,1.0,0.6320754716981132,1.0,0.8584905660377359,0.8867924528301887,0.8773584905660378,0.6320754716981132,0.8679245283018868,0.9245283018867925,0.5283018867924528,1.0,0.9528301886792453,0.6981132075471698,0.7830188679245284,0.8679245283018868,0.9433962264150944,0.6698113207547169,0.9245283018867925,0.7830188679245284,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5188679245283019,0.6981132075471698,0.9339622641509434
1999-06-29,1.0,1.0,0.6320754716981132,1.0,0.8490566037735849,0.8867924528301887,0.8773584905660378,0.6226415094339622,0.8679245283018868,0.9150943396226415,0.5188679245283019,1.0,0.9528301886792453,0.6886792452830188,0.7830188679245284,0.8679245283018868,0.9339622641509434,0.6698113207547169,0.9245283018867925,0.7735849056603774,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5188679245283019,0.6981132075471698,0.9339622641509434
1999-06-30,1.0,1.0,0.6320754716981132,1.0,0.839622641509434,0.8867924528301887,0.8679245283018868,0.6132075471698113,0.8679245283018868,0.9056603773584906,0.5094339622641509,1.0,0.9528301886792453,0.6792452830188679,0.7830188679245284,0.8679245283018868,0.9245283018867925,0.6698113207547169,0.9245283018867925,0.7641509433962265,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5188679245283019,0.6981132075471698,0.9245283018867925
1999-07-01,1.0,1.0,0.6320754716981132,1.0,0.8301886792452831,0.8867924528301887,0.8584905660377359,0.6037735849056604,0.8679245283018868,0.8962264150943396,0.5,1.0,0.9528301886792453,0.6698113207547169,0.7830188679245284,0.8679245283018868,0.9150943396226415,0.6698113207547169,0.9245283018867925,0.7641509433962265,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5094339622641509,0.6981132075471698,0.9150943396226415
1999-07-02,1.0,1.0,0.6320754716981132,1.0,0.8207547169811321,0.8867924528301887,0.8490566037735849,0.5943396226415094,0.8679245283018868,0.8867924528301887,0.49056603773584906,1.0,0.9528301886792453,0.660377358490566,0.7830188679245284,0.8679245283018868,0.9056603773584906,0.6698113207547169,0.9245283018867925,0.7641509433962265,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.5,0.6981132075471698,0.9056603773584906
1999-07-06,1.0,1.0,0.6320754716981132,1.0,0.8113207547169812,0.8867924528301887,0.839622641509434,0.5849056603773585,0.8679245283018868,0.8773584905660378,0.4811320754716981,1.0,0.9528301886792453,0.6509433962264151,0.7830188679245284,0.8584905660377359,0.8962264150943396,0.6698113207547169,0.9245283018867925,0.7641509433962265,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.49056603773584906,0.6981132075471698,0.8962264150943396
1999-07-07,1.0,1.0,0.6320754716981132,1.0,0.8018867924528302,0.8867924528301887,0.8301886792452831,0.5754716981132075,0.8679245283018868,0.8679245283018868,0.4716981132075472,1.0,0.9528301886792453,0.6415094339622641,0.7830188679245284,0.8584905660377359,0.8867924528301887,0.6698113207547169,0.9245283018867925,0.7641509433962265,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.4811320754716981,0.6981132075471698,0.8867924528301887
1999-07-08,1.0,1.0,0.6320754716981132,1.0,0.7924528301886793,0.8867924528301887,0.8207547169811321,0.5660377358490566,0.8679245283018868,0.8584905660377359,0.46226415094339623,1.0,0.9528301886792453,0.6320754716981132,0.7830188679245284,0.8584905660377359,0.8773584905660378,0.6698113207547169,0.9245283018867925,0.7547169811320755,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.4716981132075472,0.6981132075471698,0.8773584905660378
1999-07-09,1.0,1.0,0.6320754716981132,1.0,0.7830188679245284,0.8867924528301887,0.8113207547169812,0.5566037735849056,0.8679245283018868,0.8490566037735849,0.4528301886792453,1.0,0.9528301886792453,0.6226415094339622,0.7830188679245284,0.8584905660377359,0.8679245283018868,0.6698113207547169,0.9150943396226415,0.7452830188679245,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.46226415094339623,0.6981132075471698,0.8679245283018868
1999-07-12,1.0,1.0,0.6320754716981132,1.0,0.7735849056603774,0.8867924528301887,0.8018867924528302,0.5471698113207547,0.8679245283018868,0.839622641509434,0.44339622641509435,1.0,0.9528301886792453,0.6132075471698113,0.7830188679245284,0.8584905660377359,0.8584905660377359,0.6698113207547169,0.9150943396226415,0.7452830188679245,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.4528301886792453,0.6981132075471698,0.8584905660377359
1999-07-13,1.0,1.0,0.6320754716981132,1.0,0.7641509433962265,0.8867924528301887,0.7924528301886793,0.5377358490566038,0.8679245283018868,0.8301886792452831,0.4339622641509434,1.0,0.9528301886792453,0.6037735849056604,0.7830188679245284,0.8490566037735849,0.8490566037735849,0.6698113207547169,0.9056603773584906,0.7452830188679245,0.6415094339622641,0.7830188679245284,0.7358490566037735,1.0,0.9150943396226415,0.44339622641509435,0.6981132075471698,0.8490566037735849
1999-07-14,1.0,1.0,0.6320754716981132,1.0,0.7547169811320755,0.8867924528301887,0.7830188679245284,0.5283018867924528,0.8679245283018868,0.8207547169811321,0.42452830188679247,1.0,0.9433962264150944,0.5943396226415094,0.7830188679245284,0.8490566037735849,0.839622641509434,0.6698113207547169,0.8962264150943396,0.7358490566037735,0.6415094339622641,0.7735849056603774,0.7358490566037735,1.0,0.9150943396226415,0.4339622641509434,0.6981132075471698,0.839622641509434
1999-07-15,1.0,1.0,0.6320754716981132,1.0,0.7452830188679245,0.8867924528301887,0.7735849056603774,0.5188679245283019,0.8679245283018868,0.8113207547169812,0.41509433962264153,1.0,0.9339622641509434,0.5849056603773585,0.7830188679245284,0.8490566037735849,0.8301886792452831,0.6698113207547169,0.8867924528301887,0.7264150943396226,0.6415094339622641,0.7641509433962265,0.7358490566037735,1.0,0.9150943396226415,0.42452830188679247,0.6981132075471698,0.8301886792452831
1999-07-16,1.0,1.0,0.6320754716981132,1.0,0.7358490566037735,0.8867924528301887,0.7641509433962265,0.5094339622641509,0.8679245283018868,0.8018867924528302,0.4056603773584906,1.0,0.9245283018867925,0.5754716981132075,0.7830188679245284,0.839622641509434,0.8207547169811321,0.6698113207547169,0.8867924528301887,0.7264150943396226,0.6415094339622641,0.7547169811320755,0.7358490566037735,1.0,0.9150943396226415,0.41509433962264153,0.6981132075471698,0.8207547169811321
1999-07-19,1.0,1.0,0.6320754716981132,1.0,0.7264150943396226,0.8867924528301887,0.7547169811320755,0.5,0.8679245283018868,0.7924528301886793,0.39622641509433965,1.0,0.9150943396226415,0.5660377358490566,0.7830188679245284,0.839622641509434,0.8113207547169812,0.6698113207547169,0.8773584905660378,0.7264150943396226,0.6415094339622641,0.7452830188679245,0.7358490566037735,1.0,0.9150943396226415,0.4056603773584906,0.6981132075471698,0.8113207547169812
1999-07-20,1.0,1.0,0.6320754716981132,1.0,0.7169811320754716,0.8867924528301887,0.7452830188679245,0.49056603773584906,0.8679245283018868,0.7830188679245284,0.3867924528301887,1.0,0.9056603773584906,0.5566037735849056,0.7830188679245284,0.839622641509434,0.8018867924528302,0.6698113207547169,0.8679245283018868,0.7264150943396226,0.6415094339622641,0.7358490566037735,0.7264150943396226,1.0,0.9150943396226415,0.39622641509433965,0.6886792452830188,0.8018867924528302
1999-07-21,0.9905660377358491,1.0,0.6226415094339622,1.0,0.7169811320754716,0.8867924528301887,0.7358490566037735,0.49056603773584906,0.8679245283018868,0.7735849056603774,0.37735849056603776,1.0,0.8962264150943396,0.5471698113207547,0.7830188679245284,0.839622641509434,0.8018867924528302,0.660377358490566,0.8584905660377359,0.7264150943396226,0.6320754716981132,0.7264150943396226,0.7169811320754716,1.0,0.9150943396226415,0.39622641509433965,0.6792452830188679,0.7924528301886793
1999-07-22,0.9811320754716981,1.0,0.6132075471698113,1.0,0.7169811320754716,0.8867924528301887,0.7264150943396226,0.49056603773584906,0.8679245283018868,0.7641509433962265,0.36792452830188677,0.9905660377358491,0.8867924528301887,0.5377358490566038,0.7830188679245284,0.839622641509434,0.8018867924528302,0.6509433962264151,0.8584905660377359,0.7264150943396226,0.6226415094339622,0.7169811320754716,0.7075471698113207,1.0,0.9150943396226415,0.39622641509433965,0.6698113207547169,0.7830188679245284
1999-07-23,0.9716981132075472,1.0,0.6037735849056604,1.0,0.7169811320754716,0.8867924528301887,0.7169811320754716,0.49056603773584906,0.8679245283018868,0.7547169811320755,0.3584905660377358,0.9905660377358491,0.8773584905660378,0.5283018867924528,0.7830188679245284,0.839622641509434,0.8018867924528302,0.6415094339622641,0.8584905660377359,0.7264150943396226,0.6132075471698113,0.7075471698113207,0.6981132075471698,1.0,0.9056603773584906,0.39622641509433965,0.660377358490566,0.7735849056603774
1999-07-26,0.9622641509433962,1.0,0.5943396226415094,1.0,0.7169811320754716,0.8867924528301887,0.7075471698113207,0.49056603773584906,0.8679245283018868,0.7452830188679245,0.3490566037735849,0.9905660377358491,0.8679245283018868,0.5188679245283019,0.7830188679245284,0.839622641509434,0.8018867924528302,0.6320754716981132,0.8584905660377359,0.7264150943396226,0.6132075471698113,0.6981132075471698,0.6886792452830188,1.0,0.8962264150943396,0.39622641509433965,0.6509433962264151,0.7641509433962265
1999-07-27,0.9528301886792453,0.9905660377358491,0.5849056603773585,1.0,0.7169811320754716,0.8867924528301887,0.6981132075471698,0.49056603773584906,0.8679245283018868,0.7358490566037735,0.33962264150943394,0.9811320754716981,0.8584905660377359,0.5094339622641509,0.7830188679245284,0.839622641509434,0.7924528301886793,0.6226415094339622,0.8584905660377359,0.7264150943396226,0.6037735849056604,0.6886792452830188,0.6792452830188679,1.0,0.8867924528301887,0.39622641509433965,0.6415094339622641,0.7547169811320755
1999-07-28,0.9433962264150944,0.9811320754716981,0.5754716981132075,1.0,0.7169811320754716,0.8867924528301887,0.6886792452830188,0.49056603773584906,0.8679245283018868,0.7264150943396226,0.330188679245283,0.9716981132075472,0.8490566037735849,0.5,0.7830188679245284,0.839622641509434,0.7830188679245284,0.6132075471698113,0.8490566037735849,0.7264150943396226,0.5943396226415094,0.6792452830188679,0.6698113207547169,1.0,0.8773584905660378,0.39622641509433965,0.6320754716981132,0.7452830188679245
1999-07-29,0.9339622641509434,0.9716981132075472,0.5660377358490566,1.0,0.7169811320754716,0.8867924528301887,0.6792452830188679,0.49056603773584906,0.8679245283018868,0.7264150943396226,0.32075471698113206,0.9622641509433962,0.839622641509434,0.49056603773584906,0.7830188679245284,0.839622641509434,0.7735849056603774,0.6037735849056604,0.839622641509434,0.7264150943396226,0.5849056603773585,0.6698113207547169,0.660377358490566,1.0,0.8679245283018868,0.39622641509433965,0.6226415094339622,0.7358490566037735
1999-07-30,0.9245283018867925,0.9622641509433962,0.5566037735849056,1.0,0.7169811320754716,0.8867924528301887,0.6698113207547169,0.49056603773584906,0.8679245283018868,0.7264150943396226,0.3113207547169811,0.9528301886792453,0.8301886792452831,0.4811320754716981,0.7830188679245284,0.8301886792452831,0.7641509433962265,0.5943396226415094,0.839622641509434,0.7264150943396226,0.5754716981132075,0.660377358490566,0.6509433962264151,1.0,0.8584905660377359,0.39622641509433965,0.6132075471698113,0.7264150943396226
1999-08-02,0.9245283018867925,0.9528301886792453,0.5471698113207547,1.0,0.7169811320754716,0.8867924528301887,0.660377358490566,0.49056603773584906,0.8679245283018868,0.7264150943396226,0.3018867924528302,0.9528301886792453,0.8207547169811321,0.4716981132075472,0.7830188679245284,0.8207547169811321,0.7547169811320755,0.5849056603773585,0.839622641509434,0.7264150943396226,0.5660377358490566,0.6509433962264151,0.6415094339622641,1.0,0.8490566037735849,0.39622641509433965,0.6037735849056604,0.7169811320754716
