H,shift,signal,to,so,ao,mo
5,1657,ra_bd5_75_ch,4.390814316704784,0.015156840630733637,0.6785714285714286,0.23543941140340766
5,1657,rb_dts_5_750_ch,2.226130936351885,0.007669586196494049,0.6428571428571429,0.3615768171669668
5,1657,rb_dts_60_750_ch,1.6283420733965857,0.005595557079798974,0.5714285714285714,0.45337921765186473
5,1657,rb_pdm_50_ch,-2.979269229154025,-0.01021211726226856,0.7142857142857143,-0.09051556901105945
5,1657,rb_bdd_60_ch,1.7595817507098759,0.006064524037661501,0.5714285714285714,0.22202321817403303
5,1657,rc_ats_60_500_ch,-0.4302520252738287,-0.0014800030321948654,0.5357142857142857,0.20568393974419058
5,1657,rc_ats_120_750_ch,-0.2557416996416882,-0.0008801216212479535,0.5357142857142857,-0.04578683070811909
5,1657,rc_cx1.5_x180_ch,-1.22064572605291,-0.004207599005873586,0.6071428571428571,-0.7326488613036928
5,1657,rc_pdd_75_ch,0.7353883617655164,0.0025224775816505285,0.5,-0.23980176504371678
5,1657,rd_dts_40_500_ch,-0.7366371251362328,-0.0025355764926507374,0.5357142857142857,0.01604483864064785
5,1657,rd_ats_40_500_ch,-1.02433764710535,-0.003520757987559242,0.5357142857142857,-0.0642612672370114
5,1657,rd_dts_60_500_ch,-1.034082208237655,-0.003559427664588777,0.5,-0.6036498953431176
5,1657,rd_ats_60_500_ch,-1.3127225350713032,-0.004514271895241173,0.5357142857142857,-0.02953806370481847
5,1657,hz500_sg1.5_v10_pl,1.5744569001807733,0.00540630848374013,0.6428571428571429,0.06198626260065876
5,1657,hz750_sg1_v20_pl,1.7223614563688041,0.005915943809818469,0.5357142857142857,0.24760216510052516
5,1657,ts_sg1_v20_ol,1.335595938449927,0.004584025151002036,0.5357142857142857,0.253995997797483
5,1657,ra_ts_su1_v10_pl,3.5458030568921637,0.012140362721897724,0.6785714285714286,0.4846103453175923
5,1657,hz750_sd1_v60_pl,0.11609876051981574,0.0003980874316585892,0.42857142857142855,-0.06862121978099642
5,1657,ts_sd1_v120_pl,-1.0140572206885623,-0.003489052878825949,0.6071428571428571,-0.2710076012295881
5,1657,ra_ts_sd1_v60_pl,1.39798646477655,0.0047905112590923005,0.5,0.016373673027847424
5,1657,hz750_md_5_pl,1.7263308661951644,0.005929941715495379,0.5,0.12467782774684848
5,1657,ra_ts_sg2.5_v250,-2.545330742684311,-0.008728337229143013,0.7142857142857143,-0.6320457968683462
5,1657,ra_ts_sg2.5_v250_ch,-2.119303826326805,-0.007267089272859295,0.6785714285714286,-0.5388908620220539
5,1657,ra_ts_mu_5_pl,2.9670070751880604,0.01016581315138576,0.6785714285714286,0.44849706971139
5,1657,ra_hz750_md_5_pl,2.4200878751751436,0.00831519262466307,0.6071428571428571,0.4632741312065265
5,1657,ra_ts_md_8_pl,2.2970182450198027,0.007891821283548817,0.6071428571428571,0.30131716525776564
5,1657,ra_ts_fl_2_pl,2.063237126827119,0.007070732586604678,0.5357142857142857,0.3701035200810109
5,1657,ts_dd0.02_ol,2.16093408750994,0.0074397896855098455,0.6428571428571429,0.3227704016043708
5,1657,za_oc750_mu_20_pl,1.5770135897300663,0.005404734731208838,0.42857142857142855,0.23018242417328622
5,1657,za_ep750_mu_20_pl,1.5770135897300663,0.005404734731208838,0.42857142857142855,0.23018242417328622
5,1657,zb_oc750_fl_1_pl,3.8703919932455126,0.013270808557062364,0.6071428571428571,0.253224728065326
5,1657,zb_ep750_fl_8_pl,3.293071545170829,0.01130477745662456,0.6071428571428571,0.29591537663897355
5,1657,zb_oc120_mu_20_pl,-0.27260455443779663,-0.0009435613026188561,0.5357142857142857,0.22341606225678906
5,1657,zb_ep120_mu_20_pl,-0.27260455443779663,-0.0009435613026188561,0.5357142857142857,0.22341606225678906
5,1657,zb_oc750_mu_20_pl,1.7536772940905792,0.006041562677153611,0.6428571428571429,0.23165554909594654
5,1657,zb_ep750_mu_20_pl,1.7536772940905792,0.006041562677153611,0.6428571428571429,0.23165554909594654
5,1657,ra_oc750_fl_1_pl,2.534043513209582,0.008715436808869326,0.6428571428571429,0.011750176770639392
5,1657,ra_oc750_fl_8_pl,1.7752476591708732,0.006110761908972029,0.5714285714285714,0.05664965146535061
5,1657,ra_ep750_fl_8_pl,3.6375523107098227,0.012529747583752304,0.6428571428571429,0.2582884443051341
5,1657,rb_ep750_fl_8_pl,1.3584442509595385,0.004634589262495825,0.5357142857142857,0.42515930967505844
5,1657,zb_ep750_sg1_v10_pl,2.556755108301976,0.008766611901652621,0.6428571428571429,0.20772389103452726
5,1657,za_xsctop_r20_pv,2.7318209878229833,0.010435959542450857,0.6785714285714286,0.44136522052377336
5,1657,za_xsctop_r20_pd,1.5938623057976866,0.005475971307336014,0.5357142857142857,-0.06708118784791398
5,1657,zd_xsctop_r15_pd,-3.098445728131874,-0.010676920959289904,0.75,-0.5782613219864352
5,1657,ze_xsctop_r15_pd,0.27525100569678107,0.0009527893357254569,0.5357142857142857,-0.04969612315033755
5,1657,ze_xsctop_r20_pd,-0.4260003836740274,-0.001477639901403871,0.39285714285714285,0.1521347819677649
5,1657,rb_xsctop_r20_pd,-1.6646040833406537,-0.005695223431774532,0.6785714285714286,-0.477028203832779
5,1657,rb_xsctop_r40_pd,6.095968492040719,0.020844499865867783,0.8571428571428571,0.6789092514933951
5,1657,rc_xsctop_r15_pd,-3.388200113993952,-0.011640356953725228,0.6071428571428571,-0.8783722023527997
5,1657,rc_xsctop_r120_pd,2.0725397159770784,0.007175094266697213,0.5357142857142857,0.5142613030980714
5,1657,rd_xsctop_r15_pd,-1.401454352614894,-0.004841396323269187,0.5,-0.40345104348017846
5,1632,z_paneldisp_40,2.9209836047919,0.010013795849084961,0.5714285714285714,0.446144553787202
5,1632,z_panelvol_40,1.8058005498280785,0.006189556889575842,0.5714285714285714,0.26342206062859325
5,1632,z_panelvol_60,2.431382969941209,0.008308402198291487,0.5714285714285714,0.3519145902356544
5,1632,zz_bbw_D120,-0.4063087584954154,-0.0013946537523180091,0.5357142857142857,-0.36834580449129095
5,1632,zz_bbw_W26,-1.3291966098599848,-0.004567365183296923,0.6428571428571429,-0.7415649587603009
5,1632,zz_panelvol_D40,1.8058005498280785,0.006189556889575842,0.5714285714285714,0.26342206062859325
5,1632,zz_paneldisp_D40,2.9209836047919,0.010013795849084961,0.5714285714285714,0.446144553787202
5,1632,zz_panelvol_D60,2.431382969941209,0.008308402198291487,0.5714285714285714,0.3519145902356544
5,1632,zz_ppaneldisp_M3,-0.5312816536473235,-0.0018136695647709145,0.4642857142857143,-0.43411101831034327
5,1632,z_bbw_120,-0.4063087584954154,-0.0013946537523180091,0.5357142857142857,-0.36834580449129095
5,1632,zz_tsexceed_D375,-2.1262696948218966,-0.0073235341859647085,0.6428571428571429,-0.5896400879748246
5,1632,zz_coex3_D120,2.339645914686621,0.00805208529482837,0.7142857142857143,-0.08955758934498059
5,1632,zz_coex2_D150,3.188202222267188,0.010954588170519641,0.6428571428571429,0.41508347561236025
5,1632,cx2_s40,1.455087782133939,0.004998827681608864,0.5714285714285714,-0.11870478153531504
5,1632,cx4_m375,3.1581286671195588,0.010841316753461061,0.6785714285714286,0.696772744549186
5,1632,za_cx3_s25,0.7848965279439096,0.0026770947484825447,0.5357142857142857,0.3841464268049204
5,1632,zb_dts_60_750,2.223842790599556,0.007647615629037818,0.6071428571428571,0.34907500426250154
5,1632,zb_ats_60_750,1.4128367923731762,0.00486112487866075,0.5357142857142857,0.06616369018008326
5,1632,zb_cx1.5_s90,2.0455943338509766,0.007040040517399315,0.5714285714285714,0.029829595495311636
5,1632,zb_cx2_s90,2.649818558696727,0.009137099545501293,0.6428571428571429,0.07416108581161174
5,1632,zb_cx2_m150,3.188202222267188,0.010954588170519641,0.6428571428571429,0.41508347561236025
5,1632,zb_cx3_x30,2.8743842473222303,0.009788256348965907,0.6428571428571429,0.6192222961598846
5,1632,zb_cx3_m120,2.339645914686621,0.00805208529482837,0.7142857142857143,-0.08955758934498059
5,1632,zc_cx3_m50,0.7668795040552197,0.002630746501155523,0.5,-0.14431696446845654
5,1632,zc_cx4_m40,0.9765003774865836,0.003348924168061984,0.5357142857142857,0.0009107769991456428
5,1632,zd_cx3_x375,1.8409979249621653,0.00955502241619477,0.5714285714285714,0.04144019383287386
5,1632,zd_cx2_m75_pl,0.8851923800604702,0.0032391302615563666,0.5714285714285714,0.5372558788817461
5,1632,ra_cx2_x75,2.4557156405229197,0.00847514943313854,0.6785714285714286,0.012132845083045917
5,1632,ra_cx2.5_m10,2.530062863465046,0.008697501999815616,0.6428571428571429,0.6774507255418986
5,1632,ra_cx2.5_m120,1.0377854109283644,0.0035582238214376116,0.6071428571428571,-0.15458934420307496
5,1632,ra_cx3_x40,4.511805488013724,0.015375990640366544,0.7857142857142857,0.31127157181769394
5,1632,rc_cx3_s30,6.526532765481542,0.022451084199319404,0.8571428571428571,0.7880832637132185
5,1632,rd_cx2_m375,3.084205978811364,0.010551019115198457,0.6428571428571429,0.44397471213183887
5,1632,ats_10_120_ph,0.660836811120058,0.0023969503622676136,0.6071428571428571,0.20924116984684124
5,1632,cx2_x10_ph,1.1895060819312837,0.004340151808722825,0.5714285714285714,0.466285781510566
5,1632,cx2_s25_ph,3.4384267532924597,0.012394951209152738,0.6785714285714286,0.6442456835483603
5,1632,cx2.5_x20_ph,3.6163301958329694,0.013104632440980368,0.7142857142857143,0.9604343044699407
5,1632,cx3_m50_ph,-0.12646710150699966,-0.0004593697468219804,0.4642857142857143,0.2727246327497106
5,1632,cx3_m60_ph,1.848537784726806,0.006704574523904716,0.6071428571428571,0.44357931424636105
5,1632,dts_20_250_ch,1.0997660239622251,0.0038120313815364626,0.5357142857142857,0.14073355117159694
5,1632,cx1.5_m5_ch,2.1898192870121194,0.00756538101333587,0.5714285714285714,0.32604872116742595
5,1632,cx1.5_m10_ch,1.289726370162035,0.004455897232166273,0.5714285714285714,0.07937597306902301
5,1632,cx1.5_m25_ch,1.3691250323123407,0.004728102187704419,0.5714285714285714,0.14891862254345364
5,1632,cx1.5_m30_ch,2.2785226984597595,0.007870170538117838,0.5714285714285714,0.2638696242583236
5,1632,cx1.5_x150_ch,0.4512140663258122,0.0015509240145563097,0.5,-0.13983988594008995
5,1632,cx2_s20_ch,2.0132453040092617,0.006953862711014891,0.5714285714285714,0.14029005374679165
5,1632,za_rch60_250_ph,0.06340892674992302,0.0002761342832272584,0.5,0.32932489478438204
5,1632,za_cx4_m750_ch,-0.8185920363443656,-0.0028041282019338754,0.5,0.19151214519847262
5,1632,zb_cx2_m30_ch,1.2815136874142679,0.004419270877413395,0.6428571428571429,0.4037178963631249
5,1632,zb_cx2_s90_ch,2.4708134023066153,0.008539745746485805,0.6785714285714286,0.8115421757972315
5,1632,zb_cx2.5_m10_ch,3.1712706060544553,0.010953166440822504,0.6785714285714286,0.8008111974021966
5,1632,zc_cx1.5_m50_ch,4.402230747411582,0.015127691720812464,0.6785714285714286,0.5830300943974757
5,1632,zc_cx1.5_m60_ch,4.255038997044697,0.014631523000639357,0.6785714285714286,0.5067053156865378
5,1632,zc_cx2_s150_ch,-0.47620642313149586,-0.0016373500321399392,0.4642857142857143,0.39007022120815993
5,1632,zc_bvr_120_ch,2.96195304182678,0.01022978656114143,0.6071428571428571,0.4750789545653414
5,1632,ra_cx1.5_x30_ch,1.4513004236252989,0.004975498107080201,0.5,0.6692464421203281
5,1632,ra_cx1.5_s75_ch,0.1104615801946391,0.0003812302857593708,0.4642857142857143,0.4352222923145534
5,1632,ra_cx2_x25_ch,1.1326139718233719,0.0039032862650809075,0.6071428571428571,0.4328081047233574
5,1632,ra_cx2_s60_ch,1.62899790416977,0.005618737710383848,0.6428571428571429,0.6021701312509874
5,1632,ra_cx2_m75_ch,2.5121791426444386,0.008706249103551,0.6785714285714286,0.6464011283600788
5,1632,ra_bd5_75_ch,1.3317413041876511,0.004621485711982232,0.5357142857142857,0.10526738669897434
5,1632,rb_dts_5_750_ch,0.37987549705356555,0.001300026860498349,0.5714285714285714,0.22837358111234923
5,1632,rb_dts_60_750_ch,2.8725178883279865,0.009848708759239488,0.5714285714285714,0.7029388300628631
5,1632,rb_pdm_50_ch,-1.3149797302930801,-0.004519947461923635,0.5714285714285714,0.19383716008891785
5,1632,rb_bdd_60_ch,1.9980197138109546,0.006920145677608791,0.6071428571428571,-0.12376522279987111
5,1632,rc_ats_60_500_ch,0.2358725335131882,0.0008088617578109192,0.5,0.17520999792478742
5,1632,rc_ats_120_750_ch,3.3679534934073154,0.011586702907001534,0.6428571428571429,0.34307268615316755
5,1632,rc_cx1.5_x180_ch,0.33386971886435335,0.0011495869492752497,0.5,-0.1667159442913924
5,1632,rc_pdd_75_ch,-0.33043173700493444,-0.0011321379080133087,0.5,0.3265581365610245
5,1632,rd_dts_40_500_ch,1.464533274106613,0.005030289829230539,0.6785714285714286,0.14863958988712045
5,1632,rd_ats_40_500_ch,0.9969394591232774,0.0034193097571891817,0.5357142857142857,0.18764854664466146
5,1632,rd_dts_60_500_ch,2.881793012628332,0.009850300820048119,0.7142857142857143,0.29454063988390805
5,1632,rd_ats_60_500_ch,1.9165828174204207,0.0065643997021504474,0.6428571428571429,0.27493791497803655
5,1632,hz500_sg1.5_v10_pl,1.7163734621222073,0.00591793870448426,0.6428571428571429,-0.20915483372865662
5,1632,hz750_sg1_v20_pl,-0.021187231887479924,-7.292315751245004e-05,0.5,-0.42836475475738495
5,1632,ts_sg1_v20_ol,0.7300326281352802,0.0025145350647035047,0.5357142857142857,-0.08068109434610689
5,1632,ra_ts_su1_v10_pl,0.6490391837442281,0.0022303182141614752,0.4642857142857143,-0.3222246107354758
5,1632,hz750_sd1_v60_pl,-2.204847417174762,-0.007616497682097378,0.6785714285714286,-0.5593296333935164
5,1632,ts_sd1_v120_pl,-1.5169590316306714,-0.005242945269423871,0.6428571428571429,-0.4827527832575787
5,1632,ra_ts_sd1_v60_pl,-2.0387983172961928,-0.007042691408014334,0.6428571428571429,-0.5812753855727119
5,1632,hz750_md_5_pl,-0.6972620941270299,-0.0024061097620641236,0.6071428571428571,-0.4438562629893158
5,1632,ra_ts_sg2.5_v250,-1.1070386701914265,-0.0038116976021125293,0.4642857142857143,-0.5872555231487115
5,1632,ra_ts_sg2.5_v250_ch,-0.899333228675068,-0.0030969311811535616,0.4642857142857143,-0.5044340675790823
5,1632,ra_ts_mu_5_pl,0.5235607117861438,0.0018051154071288544,0.6071428571428571,-0.3271456147969394
5,1632,ra_hz750_md_5_pl,-0.7634363982419171,-0.002641719352532934,0.5714285714285714,-0.4075331613690038
5,1632,ra_ts_md_8_pl,-0.8455047134776068,-0.002914448142016468,0.5714285714285714,-0.4813771791898852
5,1632,ra_ts_fl_2_pl,-1.1259109115022432,-0.0038747221025701717,0.6428571428571429,-0.49379254960795427
5,1632,ts_dd0.02_ol,1.4422581631411802,0.00497861208770084,0.6071428571428571,0.19472679043147567
5,1632,za_oc750_mu_20_pl,-0.7707951815938233,-0.0026536179664057302,0.5714285714285714,-0.5024155565592427
5,1632,za_ep750_mu_20_pl,-0.7707951815938233,-0.0026536179664057302,0.5714285714285714,-0.5024155565592427
5,1632,zb_oc750_fl_1_pl,1.2438287234260639,0.004260024758718561,0.42857142857142855,0.10571099829056804
5,1632,zb_ep750_fl_8_pl,1.9751581795068576,0.006790813734272594,0.6071428571428571,0.18232171737474193
5,1632,zb_oc120_mu_20_pl,-0.7479641743660799,-0.002595648221166147,0.5357142857142857,0.0021170122857779427
5,1632,zb_ep120_mu_20_pl,-0.7479641743660799,-0.002595648221166147,0.5357142857142857,0.0021170122857779427
5,1632,zb_oc750_mu_20_pl,1.3419343904982923,0.0046142093017167984,0.6785714285714286,0.11629985564873066
5,1632,zb_ep750_mu_20_pl,1.3419343904982923,0.0046142093017167984,0.6785714285714286,0.11629985564873066
5,1632,ra_oc750_fl_1_pl,2.202902222697372,0.0075485799899991934,0.6428571428571429,-0.031062817789929847
5,1632,ra_oc750_fl_8_pl,1.9574833083028091,0.006718517246441402,0.6428571428571429,-0.08339726395802494
5,1632,ra_ep750_fl_8_pl,3.003241069426535,0.010315305423033327,0.75,0.1479843974402212
5,1632,rb_ep750_fl_8_pl,0.03151384425710149,0.00010817386727962619,0.4642857142857143,-0.2320849214544273
5,1632,zb_ep750_sg1_v10_pl,1.5719712096247145,0.005396723753883448,0.5,0.05455141261003214
5,1632,za_xsctop_r20_pv,5.866319406334099,0.02239784762160074,0.7857142857142857,0.3967561217893346
5,1632,za_xsctop_r20_pd,0.7641293385181963,0.002634483559432743,0.5,-0.012153589203160219
5,1632,zd_xsctop_r15_pd,2.418462789051834,0.008276075755619838,0.5714285714285714,0.10868373498404428
5,1632,ze_xsctop_r15_pd,1.659249032930675,0.005718794866511834,0.5714285714285714,0.41987125748547116
5,1632,ze_xsctop_r20_pd,2.2120954632785934,0.00763921796517586,0.7857142857142857,0.28887046161808655
5,1632,rb_xsctop_r20_pd,3.132501606126916,0.010740707425572815,0.6785714285714286,0.1050939680248742
5,1632,rb_xsctop_r40_pd,3.593974531375227,0.01238486383771542,0.7142857142857143,0.3097147907138178
5,1632,rc_xsctop_r15_pd,3.912114552953614,0.013354289152203436,0.7142857142857143,0.10822095832851025
5,1632,rc_xsctop_r120_pd,4.276481793644201,0.014704382796908777,0.7142857142857143,0.8654950735905255
5,1632,rd_xsctop_r15_pd,2.635289083890487,0.0090107778109082,0.6428571428571429,0.680315327752224
5,4918,z_paneldisp_40,6.737069040810305,0.023061866266935793,0.7142857142857143,0.9625320387916558
5,4918,z_panelvol_40,8.27879687375594,0.028245577632054764,0.8214285714285714,0.9462429497238122
5,4918,z_panelvol_60,9.042688176214531,0.030909501015232155,0.8214285714285714,0.8570632578598679
5,4918,zz_bbw_D120,1.5828121711199594,0.005416507089829936,0.5714285714285714,0.8899163656444482
5,4918,zz_bbw_W26,2.1648760533973874,0.007426123038761223,0.5714285714285714,0.8757891737613146
5,4918,zz_panelvol_D40,8.27879687375594,0.028245577632054764,0.8214285714285714,0.9462429497238122
5,4918,zz_paneldisp_D40,6.737069040810305,0.023061866266935793,0.7142857142857143,0.9625320387916558
5,4918,zz_panelvol_D60,9.042688176214531,0.030909501015232155,0.8214285714285714,0.8570632578598679
5,4918,zz_ppaneldisp_M3,5.597531398443605,0.01930420447010811,0.8214285714285714,0.85898222199567
5,4918,z_bbw_120,1.5828121711199594,0.005416507089829936,0.5714285714285714,0.8899163656444482
5,4918,zz_tsexceed_D375,-2.2049204750771834,-0.007507882277677458,0.6071428571428571,-0.2234137916586134
5,4918,zz_coex3_D120,8.621691061148125,0.029321445964423987,0.8214285714285714,0.8070451966622963
5,4918,zz_coex2_D150,8.513867635897908,0.02889657160578807,0.8571428571428571,0.7378475251509181
5,4918,cx2_s40,6.761234970870336,0.02312204708009491,0.8214285714285714,0.9948323533734579
5,4918,cx4_m375,1.205094834943213,0.004137457068526418,0.7142857142857143,0.29230445751927503
5,4918,za_cx3_s25,0.08789933011153032,0.00030217741187810176,0.39285714285714285,0.05660759802658698
5,4918,zb_dts_60_750,3.179126035995938,0.010790169191305155,0.6428571428571429,0.43853783338425445
5,4918,zb_ats_60_750,5.037755863659408,0.017101131524071278,0.75,0.49302914996417063
5,4918,zb_cx1.5_s90,5.700637904158959,0.019472160086307755,0.7857142857142857,0.7270890589012083
5,4918,zb_cx2_s90,7.5409705549050825,0.025782326366705743,0.8214285714285714,0.9087211503969312
5,4918,zb_cx2_m150,8.513867635897908,0.02889657160578807,0.8571428571428571,0.7378475251509181
5,4918,zb_cx3_x30,3.1943863841627174,0.010930192074076972,0.75,0.13400138509011605
5,4918,zb_cx3_m120,8.621691061148125,0.029321445964423987,0.8214285714285714,0.8070451966622963
5,4918,zc_cx3_m50,5.099456015738882,0.01730383881372971,0.7857142857142857,0.6309631133572758
5,4918,zc_cx4_m40,4.389297251406321,0.014997889406581089,0.6785714285714286,0.971544584069871
5,4918,zd_cx3_x375,5.441879506519112,0.02771020451010714,0.75,0.9532232954904017
5,4918,zd_cx2_m75_pl,8.8993207530993,0.0321166519160519,0.8928571428571429,0.9738740259636075
5,4918,ra_cx2_x75,8.09883946745421,0.027867445984934847,0.8571428571428571,0.9240814054444539
5,4918,ra_cx2.5_m10,1.0931942116922009,0.003740601573979041,0.5357142857142857,0.5953015562161945
5,4918,ra_cx2.5_m120,3.3209442025129663,0.011345941100678936,0.6071428571428571,0.6559438998419918
5,4918,ra_cx3_x40,5.059677364103888,0.017308289971273094,0.7142857142857143,0.4633633576113336
5,4918,rc_cx3_s30,-1.5341756989560182,-0.005293125805549637,0.6071428571428571,-0.42221762764543913
5,4918,rd_cx2_m375,3.7430546065989576,0.012890989326329816,0.6785714285714286,0.4703417471721546
5,4918,ats_10_120_ph,5.550780378005973,0.01976801235719544,0.7142857142857143,0.7102084687599961
5,4918,cx2_x10_ph,7.3549474331591576,0.026357771420543685,0.7857142857142857,0.8070962429516335
5,4918,cx2_s25_ph,6.700231680608628,0.02378403032241594,0.8214285714285714,0.6002928886651112
5,4918,cx2.5_x20_ph,9.078654284190142,0.032486033397641945,0.7857142857142857,0.8327846838085031
5,4918,cx3_m50_ph,1.2298356972160887,0.004400196910166576,0.5714285714285714,0.4870299446258806
5,4918,cx3_m60_ph,0.5385608955742825,0.0019259454148275457,0.5714285714285714,0.35046296065933047
5,4918,dts_20_250_ch,0.13258626718166264,0.0004535413261431698,0.6071428571428571,0.4424060797833963
5,4918,cx1.5_m5_ch,4.262579278510309,0.014607320798515233,0.75,0.6707311548505872
